id,label
3130,3026
1246,1070
367,559
331,200
2202,2640
2814,3026
1480,1205
3884,3672
2584,2353
1575,1070
420,559
429,559
3985,3980
2272,2344
283,200
2138,2344
2693,2999
2035,2371
350,559
808,774
3725,3567
1467,1205
3024,3277
1583,1115
3302,3277
1199,1205
842,774
2188,2353
3324,3026
1754,1205
2195,2344
40,200
1425,559
3659,3950
2298,2344
1782,1205
851,774
2704,3026
1848,1824
3981,3998
787,774
547,559
4031,3980
1068,1205
363,559
636,678
3708,3708
701,774
645,559
1486,1205
4033,3980
3970,3968
3259,3107
1862,1115
3350,3277
419,559
711,774
2280,2344
3341,3277
2424,2371
2143,2344
98,200
345,200
1219,1205
814,774
3008,2703
92,92
1833,1205
1406,1824
3808,3672
771,732
2410,2353
1324,1824
1120,1115
1966,2353
1997,2353
3705,3753
849,774
3043,3277
3606,3549
1852,1205
854,774
84,200
122,200
1055,1779
3058,3277
2627,2640
1984,2353
3145,3277
2781,3277
3422,3277
3555,3591
2767,2703
1834,1205
430,559
589,678
351,364
1353,1205
1928,2640
2130,2371
1030,1788
469,424
2827,3026
1796,1205
3911,3830
3543,3672
2462,2353
3429,3107
3214,3277
948,1142
2025,2640
2763,3026
2394,2344
2444,2401
2294,2344
3666,3753
2622,2401
1037,1070
820,774
3441,3905
786,774
1124,1205
3889,3968
3318,2703
3190,3107
2968,1205
1772,1205
2383,2353
193,110
2224,2344
1379,1115
907,1205
2733,3277
513,559
1994,2344
892,774
707,732
3767,3591
1996,2344
3923,3923
3940,3672
2871,3107
2433,2353
3305,3277
2881,3277
3476,3708
3019,2775
449,559
2411,2371
3322,3322
2109,2353
3263,3277
3900,3591
3991,3989
2703,2703
1920,2344
2276,2353
2041,2344
3504,567
1203,1187
1032,1824
2480,2344
2150,2353
1729,1824
1452,1097
2731,3026
53,92
3890,3591
3501,3968
616,678
643,577
3356,2775
3521,3753
1789,1205
1686,1070
3401,3376
3819,3917
69,200
1081,1824
1306,1070
2265,2344
91,110
176,200
2628,2371
3898,3594
2707,3277
119,200
3463,3591
2320,2401
511,559
1362,1070
3989,3980
1867,1205
477,424
3778,3753
2840,3277
1972,2640
3310,2999
1121,1070
883,774
3108,3026
376,559
925,1205
653,678
928,1187
1291,1205
2057,2344
3173,3107
2350,2353
2777,3026
70,137
2609,2344
364,364
523,559
2166,2371
3079,3277
999,1205
3674,3968
2519,2344
1607,107
1998,2640
562,559
3892,3917
2228,2371
3599,3753
3406,3277
839,732
1063,1205
1091,1205
2318,2344
240,200
3801,3672
1619,1205
3925,567
3482,3753
1286,1115
1863,1205
2945,3026
295,200
2314,2335
1877,1205
335,200
3934,3672
3135,3026
2115,2353
826,774
234,200
2181,2371
3178,3277
2340,2353
1736,1205
3984,3980
3275,3107
4029,3995
297,200
723,774
3859,3672
2896,3026
529,559
3562,3594
1666,1205
1239,1205
518,424
235,200
909,1788
1471,1205
2303,2353
828,774
3479,3594
1552,1205
247,200
2979,3107
964,1070
3673,3672
3206,3277
3082,3277
1441,1779
2454,2353
2442,2353
1702,1205
3359,2775
2842,3026
3967,3920
1669,1205
1061,1187
3680,3591
2066,2344
3715,3753
2377,2344
3291,3277
697,774
945,1824
1926,2344
3142,3026
2131,2353
3727,3905
3234,3026
2385,2344
1893,1824
2158,2371
3854,3708
886,729
2793,3277
3872,3968
1614,1205
3597,3753
1422,559
3642,3672
3149,3026
2037,2353
1744,559
565,559
3369,3107
2846,3277
3037,2792
2083,2353
3269,3026
3945,3726
2534,2335
388,559
254,92
2593,2353
137,137
2894,3277
3260,3277
1784,1097
3820,3672
1676,1187
822,732
231,200
2388,2371
3439,3439
3119,3026
3551,567
2269,2344
1912,2344
2825,3107
1156,1205
3473,3917
149,137
1332,559
2536,2353
3125,2775
1087,1205
2932,3107
1679,559
1760,1205
2559,2353
3735,3753
3697,3968
2698,3026
109,200
2342,2371
1276,1205
3076,3277
3732,3950
3425,3376
3006,3277
15,200
2391,2353
704,774
3334,2775
2255,2401
903,1097
1983,2353
3081,3107
394,559
1489,1824
3392,3026
2140,2353
882,729
206,200
3478,3920
2460,2353
2830,2775
223,200
3471,3672
806,732
1072,1070
3300,3026
3802,3753
2347,2353
1649,1824
2328,2344
807,774
153,200
3917,3567
1208,107
2102,2344
3908,3908
289,137
2920,3026
838,774
510,559
3936,3753
1787,1097
2927,3026
272,200
3961,567
1584,1205
3239,3277
3093,3277
1299,1070
2270,2344
3342,3277
2919,3026
2065,2344
976,559
816,774
4027,3980
2977,3026
3507,3591
2861,3053
3739,3917
2887,3026
2359,2353
971,1824
261,200
666,678
1458,1205
1485,1205
2455,2371
1491,1205
2344,2344
584,678
1965,2371
2018,2640
1604,1205
1613,1205
2283,2344
3176,2775
3372,2930
1380,1205
3829,3726
3668,3726
1251,1187
3667,3968
425,559
2560,2353
1991,2640
3773,3753
1924,2401
2525,2344
1039,1205
706,774
230,200
1571,1205
325,200
2520,2353
2743,3026
2650,2401
648,559
1021,1115
1455,559
1334,1205
2922,3020
3397,3277
179,137
610,559
2483,2344
3681,3672
983,1205
154,200
3459,3645
1955,2344
2233,2353
949,1070
1586,107
1917,2353
3235,3277
1108,1824
1041,1070
2764,2999
3962,3968
1703,1070
1180,1205
3608,3753
1423,1115
1887,1115
687,774
1610,1205
2726,3026
485,559
2620,2640
1292,1115
2831,3107
2933,3020
1212,1743
1105,107
1249,1070
233,137
1985,2353
2064,2353
537,559
3238,3026
2230,2344
3355,3277
3333,3026
3787,3923
1544,1779
3605,3672
1110,1205
147,95
1831,1743
4018,3998
315,200
3764,3591
772,774
586,559
1724,1752
428,559
1907,1824
4014,3998
1328,1187
1445,1205
1900,1205
11,200
1336,1205
1661,1824
3791,3920
302,92
1430,1142
443,559
2850,3026
1414,1115
3383,3107
1416,1205
3002,3277
94,92
1255,1205
192,137
2305,2344
3192,3277
3661,3908
3710,3753
577,577
3566,567
715,774
21,200
2716,3277
321,227
2323,2353
3467,3968
2397,2371
2608,2344
1404,1115
2081,2344
646,559
3869,3591
489,559
696,774
3391,3277
2517,2344
3670,3672
2712,3277
1308,1070
1165,1205
58,3026
1677,559
2747,3107
855,774
878,729
929,1205
2929,3026
3332,3277
4007,4016
1851,1205
3195,3026
1099,1824
2732,2930
848,774
1104,1115
2709,3277
2110,2344
1505,1205
2987,3026
1635,1115
2587,2371
3537,3672
375,559
3495,3968
1190,1115
1296,1070
835,774
30,200
3177,2775
275,218
3158,3026
2263,2051
2897,3026
2464,2353
919,1824
1825,1187
2413,2344
3253,3107
688,774
2865,3107
3418,3107
3623,3645
2600,2353
3461,3968
506,559
2964,3277
467,559
592,678
3805,3950
2910,3026
397,559
3709,3672
2626,2640
2924,3026
1932,2344
1107,1205
1949,2371
631,678
3969,3591
3451,3672
863,729
740,774
2808,3277
3516,3594
3600,3591
501,364
1398,1205
3071,3026
1968,2640
2792,2792
1172,1205
2494,2640
1531,1070
3825,3645
2193,2371
34,559
267,200
2488,2371
327,95
3379,2775
3201,3277
3452,3672
3060,3277
1540,1205
1680,1115
2248,2371
1566,1743
2668,3277
2529,2344
415,559
1454,1824
1337,1205
74,200
1226,1070
3792,3591
1673,559
3417,3026
1891,1205
1849,1205
103,200
588,678
2074,2353
1106,1070
2678,1205
224,200
905,559
2069,2353
1916,2344
46,227
2946,3026
343,137
2700,3107
3546,3905
2713,3277
572,559
2495,2353
1548,1097
3064,3026
1853,559
3280,3277
1472,1070
2213,2353
3025,3026
1102,1824
3285,2775
3287,3277
1502,1824
114,200
3096,3026
1537,1205
2186,2344
1287,1205
3030,3026
1321,1205
2975,3107
1347,1115
456,559
2031,2344
1697,1205
1086,1205
686,774
923,1205
2363,2353
1492,1070
3199,3277
51,200
3020,3107
2262,2353
2463,2344
567,559
2461,2344
421,559
1733,1097
290,200
1009,1115
689,732
1354,1070
3716,3439
2876,3277
818,732
1077,1205
555,559
2720,3277
3724,3690
2409,2353
2737,3277
2612,2344
965,1070
1708,1187
829,774
3281,3277
1170,1070
3755,3968
0,200
3373,3277
2880,3026
3993,3980
102,227
3733,3672
249,92
542,559
1561,1205
1720,1115
733,774
2579,2353
3614,3645
656,559
1002,107
39,200
3331,3277
574,678
769,774
2327,2344
2348,2353
3014,3026
2033,2353
1905,1779
1804,1205
66,200
3113,3277
138,137
3942,3726
480,559
3124,3277
530,559
1528,1205
3860,3672
1606,559
957,1115
1723,1205
212,200
1866,1187
3437,3672
3836,3708
1220,1205
2791,3107
211,200
3055,2774
1352,1205
3475,3672
1242,1205
1438,1115
330,92
2734,3277
1609,1205
2851,3026
721,774
3572,3591
2665,3277
676,559
509,424
2852,3026
742,774
1015,1115
3009,3277
3170,3277
985,1070
677,678
194,92
2315,2344
3540,3968
3559,3672
3979,3950
2902,2930
2570,2371
3477,3968
1130,1205
2937,3277
1824,1824
809,774
2631,2353
3273,2775
722,774
1270,1205
2916,3026
3154,3277
1012,559
1768,1205
1533,1097
1145,1205
950,1187
2308,2353
1590,1205
2485,2353
1033,1187
591,559
3992,3980
110,110
3750,3968
1943,2353
3167,3107
2503,2335
2899,3026
896,1115
3097,3277
3070,3277
2642,2344
3147,2774
3714,3591
1638,1824
218,218
4026,3998
824,774
3381,3277
56,200
2742,3277
920,1205
1909,1205
2811,3277
2682,2775
566,559
2878,3107
2302,2344
3977,3753
708,774
779,774
1345,1115
2542,2353
2416,2344
1116,1205
3103,2775
3088,3277
2319,2344
585,559
3838,3672
3278,1205
479,559
1837,1097
3826,3591
3960,3920
2994,3026
768,774
3034,3277
1562,107
3748,3672
3894,3863
2761,3026
457,424
3242,3277
615,577
3635,3672
3592,3950
2986,3026
2577,2371
1857,1115
2229,2353
440,559
526,559
502,559
1738,1070
3731,3672
1478,1743
856,774
2376,2353
2705,3026
3929,3968
353,559
2384,2344
3612,3591
3728,3753
3225,3277
1436,1070
2129,2371
3968,3968
2873,3026
1626,1205
2418,2353
941,1824
2215,2344
2655,2353
1999,2640
864,774
342,200
1281,1824
3279,3277
3817,3968
2888,3026
2217,2051
1461,1205
673,559
2740,3026
169,200
3256,3107
1587,1115
545,559
3916,3950
1189,1070
538,559
220,137
2476,2353
972,1205
825,774
4009,3998
1756,1070
710,774
3143,3026
690,774
1499,107
2552,2353
1479,1115
871,881
1748,1070
1836,1205
3720,3923
5,200
2,137
13,200
3649,3594
554,424
3844,3439
1278,1752
946,1205
4017,3980
4015,3980
3120,3277
2428,2353
3913,3672
2349,2401
1512,559
3926,3672
75,200
1554,1205
3179,3277
3596,3672
1465,2344
2373,2371
716,774
1335,1205
1464,1142
2501,2344
3290,1205
108,184
3027,3277
540,559
870,881
2082,2371
410,559
2621,2051
3582,3726
1513,1205
1595,1824
1524,1205
1482,1070
3193,3026
1088,1205
2766,3026
2260,2371
2148,2344
2165,2353
4034,3998
3633,3968
1143,1824
777,774
3580,3905
2317,2371
468,559
1312,1205
3654,3968
1137,1097
1757,1205
3393,3107
1711,1205
68,227
365,559
2556,2353
1859,1115
3395,3107
2227,2371
324,200
320,184
2677,2999
795,774
307,200
1036,1115
2643,2344
408,559
2957,3107
346,92
520,559
1523,1205
514,559
1995,2640
390,559
623,678
2214,2344
1807,1070
1060,1115
1739,1070
535,559
605,678
2049,2371
2261,2353
628,577
3795,3968
2854,3026
3054,3026
1097,1097
2960,3026
1885,1205
3704,3672
954,1824
2219,2344
3672,3672
3538,3567
3772,3950
1409,1205
3937,3726
1096,1205
3638,3439
3721,3968
621,678
3583,3591
626,678
2266,2353
3320,3277
3701,3708
2607,2353
3494,3690
2872,3026
1069,1205
3581,3594
1250,1205
2843,3107
1553,1205
1828,1824
381,424
2554,2353
3421,3277
1217,1070
3591,3591
524,559
1311,1070
2339,2353
2022,2640
3231,3026
649,559
216,137
1636,1115
2089,2371
3816,3591
3126,3322
1946,2353
505,424
2610,2344
2090,2353
581,559
1664,1070
2786,3026
3210,2775
2402,2371
1427,559
3001,2775
2448,2371
3136,3107
2675,3107
553,559
1159,1070
404,559
2333,2344
782,774
3560,3830
915,559
243,137
3367,3277
329,200
310,137
1770,1070
1696,1761
2015,2156
3343,3277
3512,3968
2915,3026
1453,1743
3245,1205
2599,2344
3861,3672
819,774
3443,3726
439,559
3454,3672
602,559
1237,559
3827,3753
265,200
2660,2640
3016,3277
3669,3830
3042,3026
2952,3026
1022,1205
3048,3277
111,137
1515,1824
527,559
1564,1779
2623,2353
2736,3107
730,774
2016,2640
2772,3277
3267,3277
1855,1070
256,137
462,559
2086,2353
2583,2640
99,227
2699,2703
3102,3277
2807,3026
1598,1205
1797,1205
3978,3968
3301,3026
2866,3026
2993,3026
3387,3026
2862,3026
2028,2344
172,200
2472,2344
2184,2353
3134,3277
2847,3107
705,774
797,774
1672,1070
135,184
1927,2640
2401,2401
1745,1070
1154,1743
3613,3594
4011,3989
840,774
785,774
3036,3026
239,200
3643,3591
189,200
3410,2775
3308,2685
875,774
2569,2344
54,200
286,200
1978,2335
2307,2353
531,559
1790,559
1071,1205
3089,3277
1683,1205
3865,3753
563,559
2998,3277
2803,3277
380,424
132,200
1052,1070
2124,2353
2162,2371
1152,1070
2995,3277
660,678
43,200
3561,3726
2567,2344
2152,2371
2218,2353
3004,3026
2457,2344
2456,2371
2039,2344
3091,2721
1131,1070
3895,3591
2711,2775
2045,2353
2690,3107
3570,3672
3453,3672
1043,1788
2745,3026
3352,3277
3138,3277
598,678
3098,3026
2252,2344
357,424
356,559
1835,1205
433,559
2287,2353
19,137
3588,3753
1277,1115
3106,3277
3630,3726
2647,2640
2189,2344
1305,1205
2282,2344
1525,1070
2670,2703
2006,2640
1314,1097
3085,3026
2038,2344
473,559
1008,1205
1339,1205
3843,3645
4001,3995
2549,2353
2858,3107
1652,1205
3047,3026
926,1205
3774,3708
2437,2634
2695,3026
1364,1070
63,200
2414,2353
3594,3594
2094,1961
309,184
859,873
728,774
4000,3998
2913,3026
2381,2353
2443,2353
1881,1205
3005,3277
1284,1115
2595,2344
3396,3277
1028,1205
1668,1205
1872,1115
3640,3672
2512,2344
2676,3026
1631,559
1348,1070
2502,2344
3598,3753
186,200
1254,1788
2601,2353
1958,2640
1439,1205
525,559
1272,1205
2226,2344
3506,3591
2810,3026
3428,3026
2955,3107
3939,3863
1016,107
2796,3277
2029,2344
413,559
3213,3026
1510,1070
1357,559
2784,3107
82,200
3486,3591
3390,3026
1847,1070
766,774
2399,2344
2639,2640
866,881
3849,3672
1394,1205
1869,1070
3615,3753
761,774
1810,1205
3876,3753
3204,3277
1765,1205
1474,1070
472,559
654,678
1763,559
463,559
414,559
3734,3968
1558,1205
2267,2344
4002,3998
2126,2371
546,559
1650,1070
1382,1824
3736,3968
1526,559
2223,2344
49,137
2249,2344
1085,3968
2568,2344
693,774
3952,3439
2598,2344
2240,2353
3376,3376
2547,2344
2832,3277
32,137
2222,2344
1238,1205
3864,3830
1582,1824
1469,1070
3469,3726
3288,3277
3830,3968
1273,1824
2775,2775
141,200
1113,559
382,559
2177,2344
745,774
1164,1205
1247,1824
955,1788
3868,3917
1179,559
2382,2371
1432,1115
2833,3277
3851,3968
4035,3980
2776,3053
2292,2344
125,200
1665,1205
1429,1824
611,678
1886,1205
2951,3277
2211,2344
2997,3020
3069,2775
3776,3920
1169,1070
2812,3107
725,732
1725,1070
1588,1187
2817,2774
887,873
1018,1824
713,774
657,678
1506,559
3160,3277
3448,3968
2268,2344
2440,2371
1283,1205
2719,3277
578,577
2232,2344
947,1205
908,1187
3349,3277
3628,3567
2603,2344
503,559
1845,1205
790,774
1119,1205
1712,1205
3041,3277
3316,3277
3159,2775
2815,3026
2794,3026
264,110
3326,3107
2769,3026
67,200
1361,1205
811,774
85,200
2369,2353
3112,3277
2096,2344
1000,1070
982,1205
1204,1115
2783,3277
2978,3026
3295,2775
225,227
619,678
1798,1097
405,559
2087,2344
2044,2353
3153,3026
465,559
3763,3591
55,200
1846,1205
3237,3026
1993,2353
3738,3726
107,1205
2652,2344
2574,2353
2285,2344
4021,3998
1628,1115
3464,3726
3757,3708
3100,2775
3227,3026
2982,2703
2983,3020
680,678
873,873
183,200
3878,3690
3084,3026
1593,1187
2841,3107
788,732
3699,3439
1444,1070
2395,2353
3431,3277
2390,2344
1557,1205
1093,1070
2543,2353
2576,2353
3299,3277
4024,3980
1103,1824
3503,3672
2003,2344
1490,559
739,774
2504,2353
2264,2344
3286,3026
880,774
3203,3277
3141,3053
3586,3968
384,559
522,559
